data,label
"[array([-78.83389   ,  51.52047   ,  42.246727  ,  30.081593  ,
        20.089994  ,   6.973851  ,   8.016349  ,   6.873313  ,
        -4.6300087 ,   3.650249  ,   3.6282666 ,   4.323653  ,
         2.5973763 ,   0.75704694,  -9.165191  ,  -2.1635938 ,
        -2.6757812 ,  -5.526809  ,  -1.324878  ,  -2.4781911 ],
      dtype=float32)]",hiphop
"[array([-118.05631   ,  102.20693   ,   20.763098  ,   36.992615  ,
         24.375978  ,    7.8266516 ,   15.940079  ,   -1.5931472 ,
          6.7580748 ,   -0.77758026,    8.574868  ,    1.4911983 ,
         -4.211417  ,    3.0170677 ,    1.001868  ,   -0.98992103,
         -5.462844  ,   -1.2905502 ,   -4.243604  ,   -5.0212965 ],
      dtype=float32)]",hiphop
"[array([-78.21304   ,  70.18442   ,  45.89907   ,  42.0747    ,
        15.084578  ,  10.687759  ,  -0.6957338 ,  -0.6118224 ,
         0.36743748,  -0.35835868,   1.0923243 ,  -0.6734942 ,
        -0.8149564 ,  -0.819042  ,  -4.24915   ,  -6.084853  ,
        -2.9591346 ,  -3.7049592 ,  -4.604396  ,  -4.980039  ],
      dtype=float32)]",hiphop
"[array([-68.91117   ,  62.395336  ,  24.27625   ,  53.779545  ,
        -1.9351078 ,  12.820083  ,  -4.3558745 ,  12.3553915 ,
        -0.21981904,   9.055807  ,  -0.97975236,   3.9336565 ,
         1.9129128 ,   2.2534542 ,  -2.5323775 ,  -3.540817  ,
        -2.9367027 ,  -3.6556938 ,  -3.4215841 ,  -3.7172928 ],
      dtype=float32)]",hiphop
"[array([-9.4559555e+01,  5.1677029e+01,  1.7531384e+01,  2.8922720e+01,
        2.0536480e+00,  3.7297471e+00, -1.8468492e+00,  4.3727431e+00,
        8.7705994e+00,  2.1283352e+00, -1.3841965e+00,  4.6820245e+00,
        4.0688467e+00,  7.6912320e-03,  2.0955455e-01, -4.4154200e-01,
       -4.1218042e+00, -1.1049199e+00, -1.2459456e-01, -2.7599959e+00],
      dtype=float32)]",hiphop
"[array([-111.27533   ,   89.93035   ,    4.450366  ,   14.5376835 ,
          9.927538  ,   -9.4755535 ,    2.9035454 ,   -0.15854305,
         -3.0790899 ,    3.2574103 ,   -1.5119748 ,    1.5706158 ,
          2.3876395 ,   -1.1697705 ,    0.8656743 ,    0.66589266,
         -5.1654663 ,    2.7177017 ,    2.3510013 ,   -0.25273964],
      dtype=float32)]",hiphop
"[array([-25.85015   ,  70.90157   ,   9.568534  ,  17.494287  ,
        -1.6235472 ,  -0.5374489 ,   0.2639297 ,  -4.636478  ,
        -0.5794758 ,  -3.0673738 ,  -2.406686  ,   0.38423553,
        -2.147279  ,  -0.33359474,  -2.372374  ,   1.9410757 ,
         1.3159381 ,  -1.2813123 ,  -2.017734  ,  -0.1935894 ],
      dtype=float32)]",hiphop
"[array([-111.27533   ,   89.93035   ,    4.450366  ,   14.5376835 ,
          9.927538  ,   -9.4755535 ,    2.9035454 ,   -0.15854305,
         -3.0790899 ,    3.2574103 ,   -1.5119748 ,    1.5706158 ,
          2.3876395 ,   -1.1697705 ,    0.8656743 ,    0.66589266,
         -5.1654663 ,    2.7177017 ,    2.3510013 ,   -0.25273964],
      dtype=float32)]",hiphop
"[array([-79.72858   ,  62.312958  ,  -5.1254992 ,  18.232164  ,
        12.871769  , -14.090276  ,   4.909826  ,   1.6790172 ,
        -5.7725415 ,   0.82087576,  -3.799455  ,   2.015118  ,
         3.4152286 ,  -2.8603146 ,   1.2713984 ,   1.7471731 ,
        -2.265965  ,  -1.0283937 ,  -4.603296  ,  -2.8218296 ],
      dtype=float32)]",hiphop
"[array([-64.0287    ,  50.810192  ,   6.633543  ,  27.82341   ,
         6.641089  ,   0.30421925,   2.8312953 ,   3.2257662 ,
         0.16213265,   0.6087187 ,   0.09283661,  -5.0643578 ,
         2.664931  ,  -1.6399987 ,   3.1024873 ,   5.156638  ,
        -0.84149176,   4.844521  ,   0.24584669,  -4.8553863 ],
      dtype=float32)]",hiphop
"[array([-2.1599901e+02,  1.2253193e+02,  9.0699130e-01,  3.9340000e+01,
        9.2767811e+00,  2.6041019e+01, -4.0447950e+00,  1.8255959e+01,
       -6.5186934e+00,  1.3916697e+01, -3.0740798e+00,  8.8890104e+00,
       -4.3479891e+00,  4.6949468e+00, -1.0883106e-01,  9.1563004e-01,
       -1.9219086e+00, -1.7733059e+00,  1.1663704e+00, -4.0186839e+00],
      dtype=float32)]",hiphop
"[array([-122.77545   ,   95.02316   ,  -29.384426  ,   46.777218  ,
        -16.006794  ,   27.109676  ,  -13.129478  ,   20.252937  ,
         -5.3892794 ,   15.461106  ,   -6.9193435 ,   15.639389  ,
         -6.7110047 ,    8.279566  ,   -0.76148057,    9.408431  ,
          1.2525133 ,    1.6708384 ,    0.4884754 ,    1.6206379 ],
      dtype=float32)]",hiphop
"[array([-121.9977   ,   89.62222  ,  -25.78171  ,   40.958427 ,
         -4.291184 ,   27.560095 ,  -15.568068 ,   22.402187 ,
        -10.835225 ,   19.812077 ,   -8.643745 ,   19.082935 ,
         -8.475936 ,    9.424949 ,   -3.3957024,    0.9780495,
         -5.640701 ,    2.006995 ,   -4.32239  ,    1.8813189],
      dtype=float32)]",hiphop
"[array([-2.1428505e+02,  1.0034033e+02, -3.3472843e+01,  4.7243874e+01,
       -8.9464874e+00,  1.2985619e+01, -1.7303013e+01,  1.1073051e+01,
       -1.1712201e+01,  8.8033676e+00, -7.8350787e+00,  6.2592897e+00,
       -1.1005684e-01,  4.8908329e+00,  1.1956738e+00,  3.7816808e+00,
        1.4663908e+00,  3.4812346e+00,  6.4959365e-01,  4.1376963e+00],
      dtype=float32)]",hiphop
"[array([-114.32079  ,   80.860405 ,  -18.20416  ,   50.670105 ,
        -14.925235 ,   29.26206  ,  -20.069794 ,   18.574259 ,
        -17.683846 ,   16.68106  ,  -11.426418 ,   16.29898  ,
         -4.4611216,   10.556152 ,   -4.064554 ,    9.139761 ,
         -2.8472083,    0.6299197,   -2.007859 ,    0.549027 ],
      dtype=float32)]",hiphop
"[array([-198.95903   ,   92.613266  ,  -19.521551  ,   39.53248   ,
         -0.6365576 ,   33.590065  ,   -6.4646487 ,   27.523468  ,
         -2.3977473 ,   14.995195  ,   -2.9880178 ,   14.89381   ,
         -3.3824236 ,    9.287607  ,    0.83695483,    8.28641   ,
         -0.5855433 ,   -1.6162294 ,    1.2545995 ,    3.0456839 ],
      dtype=float32)]",hiphop
"[array([-168.2848   ,   70.928505 ,   -3.0489557,   54.81575  ,
        -12.119344 ,   30.501703 ,   -1.5368698,   28.829435 ,
         -8.936954 ,   18.75314  ,   -6.6041923,   14.595448 ,
         -3.5817895,   14.184685 ,   -3.972787 ,    6.924735 ,
         -4.175952 ,    5.8652477,   -1.5169771,    1.2829199],
      dtype=float32)]",hiphop
"[array([-89.90493  ,  79.77238  , -25.73345  ,  47.74009  , -10.01658  ,
        31.554688 , -22.208488 ,  26.64222  , -10.969624 ,  18.825157 ,
       -15.554683 ,  14.415654 , -10.034327 ,   8.898057 ,  -8.93279  ,
         7.2319345,  -5.005691 ,   3.1360536,  -4.73014  ,  -1.5844126],
      dtype=float32)]",hiphop
"[array([-1.0314578e+02,  7.4096313e+01, -2.2450449e+01,  5.1598633e+01,
       -7.0803447e+00,  3.2669762e+01, -1.4982949e+01,  1.9638306e+01,
       -7.0651374e+00,  2.2265232e+01, -7.3165903e+00,  1.7616529e+01,
       -3.5863418e-02,  1.4716657e+01, -4.2357812e+00,  1.0654611e+01,
       -6.3276010e+00,  1.0404122e+00, -1.8256198e+00,  5.5567803e+00],
      dtype=float32)]",hiphop
"[array([-109.51281   ,   97.39123   ,  -20.617918  ,   37.375572  ,
         -3.1134143 ,   28.608015  ,  -14.167001  ,   23.848665  ,
         -8.735609  ,   19.89689   ,  -11.290995  ,   17.932451  ,
         -3.4741397 ,    8.232468  ,   -8.94511   ,    9.265489  ,
         -4.9853783 ,    1.8423553 ,   -2.2441218 ,    0.66968066],
      dtype=float32)]",hiphop
"[array([-105.535225 ,   76.67295  ,  -24.781746 ,   55.20959  ,
         -8.259848 ,   28.897642 ,  -15.744415 ,   26.299292 ,
         -8.478252 ,   20.452374 ,   -8.147399 ,   13.909218 ,
         -6.5623593,    9.866113 ,   -4.860474 ,    5.8747473,
         -1.9424009,    3.9641557,   -3.6098757,   -2.2909822],
      dtype=float32)]",hiphop
"[array([-145.03775  ,   84.07012  ,   10.8738365,   43.602345 ,
          6.2924957,   36.12595  ,  -14.64767  ,   26.805588 ,
        -10.327142 ,   24.690153 ,   -8.718044 ,   18.786041 ,
         -4.3923764,    9.876547 ,   -8.126447 ,    8.813146 ,
         -7.8783293,    2.8717957,   -4.3435817,   -1.1205764],
      dtype=float32)]",hiphop
"[array([-191.64328  ,   41.31824  ,    5.0136557,   65.45381  ,
         -4.320505 ,   42.636795 ,  -12.251249 ,   23.813137 ,
         -4.262662 ,   16.029984 ,   -5.084965 ,   16.429445 ,
         -9.367056 ,    6.667357 ,   -2.7242777,   -0.4452951,
         -7.415514 ,    4.564765 ,   -6.9763675,    2.4696715],
      dtype=float32)]",hiphop
"[array([-169.90744   ,   98.044304  ,  -11.313633  ,   38.255463  ,
          5.08135   ,   25.405148  ,  -11.835304  ,   25.126324  ,
         -5.543401  ,   19.20919   ,   -2.9169097 ,   18.207973  ,
          6.0954547 ,   13.959605  ,   -0.29514986,   12.491456  ,
          0.41324496,    1.6490295 ,    1.5156883 ,    2.800694  ],
      dtype=float32)]",hiphop
"[array([-92.64569  ,  77.41155  , -32.758095 ,  54.586475 , -13.199569 ,
        33.660706 , -12.074938 ,  28.02354  , -11.954623 ,  18.8322   ,
        -6.6618686,  13.044242 ,  -7.011976 ,   7.0714054,  -4.538113 ,
         6.4907193,  -2.9716415,   3.7051673,  -5.40854  ,  -4.2103586],
      dtype=float32)]",hiphop
"[array([-128.18356   ,  124.55868   ,  -37.18115   ,   43.889126  ,
        -12.773454  ,   18.995405  ,   -9.288907  ,   19.782911  ,
         -6.878305  ,   13.470524  ,   -5.9719143 ,   12.324474  ,
         -4.6459928 ,    5.8267293 ,   -2.8703413 ,    3.682235  ,
         -1.879014  ,   -0.14414018,   -2.0492938 ,   -3.2188103 ],
      dtype=float32)]",hiphop
"[array([-111.19162   ,   80.629234  ,   -0.89146256,   50.620903  ,
        -13.467605  ,   35.320023  ,  -14.84108   ,   21.189829  ,
        -13.5769615 ,   19.61934   ,  -11.766459  ,   16.967947  ,
         -9.359967  ,    8.698709  ,   -9.890894  ,    5.815478  ,
         -9.135896  ,    0.87572485,   -5.9858413 ,   -0.31002545],
      dtype=float32)]",hiphop
"[array([-129.85645   ,   72.016136  ,  -23.281464  ,   63.21336   ,
         -6.8841476 ,   34.399254  ,  -12.2047    ,   30.490248  ,
         -7.5962567 ,   20.596848  ,   -6.210492  ,   14.676088  ,
         -2.949456  ,    9.041391  ,   -4.7462945 ,    5.378994  ,
         -2.4218864 ,    1.6254605 ,   -5.9728494 ,   -0.82093364],
      dtype=float32)]",hiphop
"[array([-138.8806   ,  100.20721  ,  -31.442928 ,   32.449326 ,
         -2.7517657,   13.091756 ,  -14.506294 ,   13.94322  ,
        -15.174353 ,    8.177486 ,   -4.9255123,    3.5089593,
         -7.9849477,    0.7927421,   -2.976042 ,   -0.7344121,
         -7.724808 ,   -1.2218404,   -6.5167875,   -5.394308 ],
      dtype=float32)]",hiphop
"[array([-116.62627  ,  109.25263  ,  -23.163752 ,   40.67948  ,
        -11.888837 ,   23.152945 ,  -15.409277 ,   15.1249895,
        -13.522578 ,   12.695887 ,  -10.871556 ,    8.497991 ,
        -11.577596 ,    2.1976979,   -6.180506 ,    1.98998  ,
         -7.9558887,    2.0833836,   -2.3929138,   -1.541793 ],
      dtype=float32)]",rock
"[array([-1.1125285e+02,  1.3415211e+02, -2.4658051e+01,  4.1542343e+01,
       -3.0750804e+00,  2.8475191e+01, -1.0599551e+01,  1.4917009e+01,
       -1.4410271e+01,  8.8440914e+00, -4.5479774e+00,  9.9401464e+00,
       -4.6802411e+00,  3.6218278e+00, -5.5554719e+00,  3.3616462e+00,
       -4.9562950e+00, -1.4779109e+00,  8.9315720e-02, -5.3481984e+00],
      dtype=float32)]",rock
"[array([-1.20445526e+02,  1.17589798e+02, -2.76353378e+01,  4.28380661e+01,
       -6.75794411e+00,  2.16421375e+01, -1.21030397e+01,  1.79522305e+01,
       -1.04732857e+01,  1.22756681e+01, -6.56904459e+00,  1.35230217e+01,
       -2.42007399e+00,  6.71271706e+00, -3.15541172e+00,  5.47017241e+00,
       -2.23566222e+00,  1.06117916e+00, -1.65442395e+00, -3.56152281e-02],
      dtype=float32)]",rock
"[array([-156.54553   ,  130.7242    ,   -1.480792  ,   36.234592  ,
          0.3509125 ,   31.955034  ,   -0.6218728 ,   20.156782  ,
        -11.339355  ,   13.855699  ,   -3.7898722 ,   11.537828  ,
         -3.2142534 ,    5.058525  ,   -1.7850618 ,    3.542804  ,
         -2.4448645 ,   -0.73302484,   -1.4241275 ,    0.6442886 ],
      dtype=float32)]",rock
"[array([-127.970406 ,  134.44084  ,    1.0205097,   54.43924  ,
         -0.4544707,   35.81458  ,  -10.856743 ,   16.386305 ,
        -10.0327215,    6.5924654,   -6.6975994,   11.041861 ,
         -8.380609 ,    2.1077473,   -6.3462076,    0.9917485,
         -5.3233166,   -0.8430055,   -4.661474 ,   -4.788684 ],
      dtype=float32)]",rock
"[array([-62.36485  , 153.79042  , -55.13121  ,  28.010103 ,  -6.850295 ,
        17.463839 , -22.614672 ,  18.14102  , -12.584327 ,   4.5021577,
        -8.390483 ,   7.216679 ,  -2.5232487,   4.844655 ,  -6.2757077,
        -0.714479 ,  -2.2775123,  -5.244769 ,  -5.225095 ,  -6.2768865],
      dtype=float32)]",rock
"[array([-9.83864899e+01,  1.36574875e+02, -4.67140198e+01,  4.64766731e+01,
       -1.71520119e+01,  1.05475063e+01, -1.45805664e+01,  1.65513306e+01,
       -1.23126793e+01,  3.70186186e+00, -1.26477575e+01,  2.95130515e+00,
       -1.25052462e+01,  1.09871894e-01, -7.81907916e-01, -5.68885231e+00,
       -8.62955761e+00, -1.89036977e+00, -2.18549180e+00, -3.39758897e+00],
      dtype=float32)]",rock
"[array([-140.46417  ,  149.30049  ,  -10.073525 ,   38.784744 ,
          1.5350952,   20.120264 ,  -11.34188  ,   16.292198 ,
        -13.255261 ,   10.183559 ,   -9.257683 ,    4.6997657,
         -8.370977 ,    2.2718363,   -6.509603 ,   -1.6324769,
         -6.4886813,   -4.7097774,   -2.5701594,   -1.7915926],
      dtype=float32)]",rock
"[array([-14.946681 , 138.44057  , -41.902416 ,  22.075436 , -18.676533 ,
        32.004406 , -20.370274 ,  15.703648 , -17.348824 ,  14.874468 ,
        -8.903126 ,  12.260918 ,  -5.828865 ,   9.972276 ,  -3.1722856,
         1.9803573,  -6.9255514,   3.12534  ,  -2.9862368,  -6.6731334],
      dtype=float32)]",rock
"[array([-178.60347  ,  154.00502  ,   -4.958517 ,   21.928644 ,
         -2.0540268,   23.674204 ,   -1.284849 ,   11.562133 ,
         -6.0270863,    4.947251 ,   -2.940482 ,    5.409077 ,
         -4.123982 ,    2.9835277,   -5.321567 ,   -8.830944 ,
        -11.077199 ,   -3.2063417,    3.8582175,    3.5543106],
      dtype=float32)]",rock
"[array([-108.94804   ,  114.95368   ,   -5.2112894 ,   46.19136   ,
         -9.136667  ,   20.517895  ,  -17.024096  ,   24.22198   ,
         -8.050692  ,   13.43937   ,  -18.37755   ,    8.584026  ,
        -11.401218  ,    1.8885924 ,  -10.55389   ,   -0.25589055,
        -11.79859   ,   -6.499075  ,   -4.3038983 ,   -2.7363358 ],
      dtype=float32)]",rock
"[array([-1.69683121e+02,  1.19105644e+02,  7.16180515e+00,  5.34296646e+01,
        4.12531328e+00,  2.31330986e+01, -5.72134399e+00,  2.49867554e+01,
       -9.32897854e+00,  1.34748688e+01, -1.42787457e+01,  5.95937586e+00,
       -1.35980749e+01,  7.53417730e-01, -1.04583502e+01,  8.40266198e-02,
       -4.37068939e+00,  1.17207396e+00,  4.87475514e-01, -5.82906532e+00],
      dtype=float32)]",rock
"[array([-204.6047   ,  106.97547  ,  -10.207929 ,   45.585976 ,
          3.0347538,   24.002531 ,   -7.5044093,   20.065851 ,
         -5.168004 ,    8.738427 ,  -10.105714 ,    4.3647547,
         -6.9585676,    4.7029552,   -8.221911 ,   -0.8157996,
         -9.628988 ,   -7.3858194,   -9.435307 ,   -3.1338713],
      dtype=float32)]",rock
"[array([-211.21675  ,   95.75193  ,   40.583527 ,   68.280975 ,
          5.304847 ,   30.969952 ,   -5.2771754,   22.821358 ,
         -1.6232678,   17.491806 ,  -11.495021 ,    8.730979 ,
        -10.45692  ,    5.719281 ,   -7.8945274,    3.7230732,
         -6.6363826,   -1.2775114,    2.7818987,    6.266782 ],
      dtype=float32)]",rock
"[array([-256.37222  ,  103.12504  ,   -8.427773 ,   48.58596  ,
         -4.1882463,   17.339882 ,   -6.681784 ,   17.037977 ,
         -4.612256 ,    5.318705 ,  -10.017794 ,    8.225862 ,
         -6.207776 ,    3.4253097,   -3.6573417,    1.7009529,
         -5.408959 ,   -3.248392 ,   -3.8748894,   -1.0370971],
      dtype=float32)]",rock
"[array([-174.93277  ,   90.93342  ,  -18.715298 ,   41.614548 ,
         -8.878751 ,    9.084968 ,  -12.457276 ,   13.13021  ,
         -9.69108  ,    4.335098 ,  -13.485934 ,    6.740899 ,
        -10.384655 ,    7.1451287,   -5.7903366,    0.795939 ,
         -8.14087  ,   -5.7169795,   -3.3500679,   -0.4135663],
      dtype=float32)]",rock
"[array([-15.672692 , 100.08496  , -37.597607 ,  45.951027 , -20.771992 ,
        25.640266 , -18.628998 ,  26.507004 , -20.164482 ,  21.119764 ,
       -13.650189 ,  10.966076 , -15.529788 ,   3.6817815,  -7.7056265,
         3.932887 ,  -8.118255 ,   6.9473057,  -2.0590785,   3.8998318],
      dtype=float32)]",rock
"[array([-41.4065    , 105.41008   , -43.935265  ,  54.118137  ,
       -18.419096  ,  23.529264  , -17.622053  ,  20.66435   ,
       -18.465052  ,  17.480465  , -15.180029  ,  11.313598  ,
       -14.159313  ,   2.833992  ,  -9.473337  ,   3.3448858 ,
        -8.205554  ,   3.700595  ,  -3.680545  ,  -0.15843725],
      dtype=float32)]",rock
"[array([-6.7594070e+01,  1.0912802e+02, -3.2711418e+01,  4.5652374e+01,
       -1.1680288e+01,  2.7491209e+01, -1.6329950e+01,  2.2081251e+01,
       -1.5446938e+01,  1.9393972e+01, -1.1610448e+01,  1.1576827e+01,
       -1.0516491e+01,  4.4448562e+00, -7.0086026e+00,  5.0330958e+00,
       -6.7556458e+00,  3.8158081e+00, -2.6504464e+00, -6.6629820e-02],
      dtype=float32)]",rock
"[array([-84.1865    , 102.343544  , -41.35082   ,  47.032593  ,
       -16.94698   ,  26.23382   , -18.95012   ,  18.797081  ,
       -21.695303  ,  11.054098  , -19.2392    ,   5.2341566 ,
       -16.756317  ,   1.0997113 ,  -9.67043   ,   1.0988563 ,
        -7.537694  ,   3.24615   ,  -4.7154517 ,  -0.32176456],
      dtype=float32)]",rock
"[array([-56.96093  , 115.221    , -30.44724  ,  37.199028 , -21.998432 ,
        21.875807 , -19.772882 ,  15.003683 , -24.094864 ,  17.788218 ,
       -17.29499  ,   6.7472944, -10.742702 ,   0.8205284, -10.17275  ,
         3.6925101,  -8.560947 ,  -0.9104863,  -2.5309522,  -1.9617608],
      dtype=float32)]",rock
"[array([-5.5335930e+01,  1.1442697e+02, -3.4038849e+01,  3.7997501e+01,
       -2.2330322e+01,  1.8537243e+01, -1.8159187e+01,  1.3812107e+01,
       -2.7804724e+01,  1.8165421e+01, -1.4628684e+01,  6.5513339e+00,
       -8.2649441e+00, -2.2530942e+00, -1.1602567e+01,  2.4959750e+00,
       -1.0939673e+01,  7.1032476e-01, -6.8149918e-01, -6.2656954e-02],
      dtype=float32)]",rock
"[array([-34.634476 , 106.50068  , -41.059685 ,  33.66809  , -27.229921 ,
        21.403963 , -21.319082 ,  14.005236 , -27.781681 ,  16.053364 ,
       -18.818726 ,   5.6487145, -14.2938385,   0.8131218, -10.533708 ,
         4.444997 ,  -7.4688435,   2.070476 ,  -2.8995843,  -0.3577206],
      dtype=float32)]",rock
"[array([-88.36004  , 105.4332   , -24.50932  ,  41.850685 , -22.360502 ,
        23.72653  , -19.787085 ,  15.147273 , -27.103642 ,  13.853663 ,
       -15.209694 ,   8.935021 , -12.798515 ,  -1.1130918, -10.047855 ,
         1.7791519,  -7.34602  ,   7.0953918,   0.5872529,   2.505291 ],
      dtype=float32)]",rock
"[array([-52.480682  ,  99.70796   , -47.386406  ,  47.01759   ,
       -21.017344  ,  22.883759  , -18.278618  ,  13.886501  ,
       -23.446274  ,  13.512141  , -18.663303  ,   5.705186  ,
       -12.890456  ,   1.1912118 , -12.4083605 ,   0.3866343 ,
        -9.139816  ,   1.5921024 ,  -4.1251187 ,   0.30876586],
      dtype=float32)]",rock
"[array([-47.04379  ,  95.77823  , -43.917877 ,  52.071087 , -22.550802 ,
        20.861921 , -18.675611 ,  19.246445 , -21.253605 ,  21.88196  ,
       -19.212608 ,   9.452245 , -12.584075 ,   3.8894029,  -8.495849 ,
         6.2689815,  -9.12195  ,   2.6897986,  -2.4425328,  -1.879325 ],
      dtype=float32)]",rock
"[array([-58.981987  , 106.57721   , -31.803864  ,  47.910946  ,
       -17.425423  ,  27.75524   , -14.010047  ,  22.419035  ,
       -20.549541  ,  19.562534  , -14.581268  ,  10.176432  ,
       -10.946365  ,   4.524342  ,  -9.725236  ,   4.615562  ,
       -10.112679  ,   1.4581627 ,  -3.0046003 ,  -0.62048066],
      dtype=float32)]",rock
"[array([-123.34534   ,   74.88168   ,  -17.058035  ,   31.609985  ,
          2.5446815 ,   17.32831   ,   -3.8152325 ,    9.7234535 ,
         -7.237524  ,   11.2586565 ,    0.38198882,    3.4685218 ,
          1.663686  ,   -3.1594357 ,   -1.0820168 ,    0.31572542,
         -5.9876003 ,   -0.31926423,   -2.3376036 ,   -4.321616  ],
      dtype=float32)]",rock
"[array([-92.63433   , 101.83766   , -33.491867  ,  48.725113  ,
        12.398135  ,  20.813831  ,   8.697564  ,   9.275422  ,
         2.7734897 ,   5.2337246 ,  -9.328545  ,  -3.4863636 ,
        -4.3603806 ,  -4.656358  ,  -3.9698186 ,  -3.129895  ,
        -7.00119   ,  -0.39545795,  -1.1422418 ,  -6.003614  ],
      dtype=float32)]",rock
"[array([-42.399296 ,  85.04793  ,  -7.3838058,  40.714485 ,  -1.0092217,
        18.923359 ,  -3.5411758,   5.871917 ,  -5.0200562,   4.245414 ,
        -3.1746843,  -0.5802537,  -0.5299238,   2.3431058,  -0.3666726,
        -4.1084723,  -3.8572705,  -3.9110954,  -5.780759 ,  -4.3296633],
      dtype=float32)]",rock
"[array([-131.4277    ,   67.74452   ,   32.890038  ,   34.585876  ,
         -3.2927597 ,   21.882212  ,   -5.809261  ,   10.232336  ,
         -7.0489717 ,    2.2989485 ,   -4.3683047 ,   -3.317443  ,
         -6.2809277 ,   -0.22606148,   -1.96103   ,   -1.9077443 ,
         -0.885315  ,    0.94890165,   -1.5479157 ,   -1.1732568 ],
      dtype=float32)]",rock
"[array([-89.08187   ,  81.389336  , -12.564247  ,  22.778366  ,
        -7.066863  ,  -0.49518725,   2.7513537 ,  -3.4457023 ,
        -7.7104874 ,  -0.84374905,  -4.883028  ,  -2.686932  ,
        -5.2926173 ,  -4.5957747 ,  -2.9711182 ,  -2.2105966 ,
        -3.5639026 ,  -1.0050805 ,  -0.49868187,  -0.9740357 ],
      dtype=float32)]",rock
"[array([-26.406563  ,  85.88428   , -17.211609  ,  35.311554  ,
         9.982888  ,  10.665745  ,   1.3990859 ,   4.5759234 ,
        -0.12147769,   2.0990708 ,   0.32295215,   5.3930078 ,
        -1.0125064 ,   0.37318316,  -1.6099937 ,  -2.4630904 ,
        -5.957567  ,  -1.5919791 ,  -6.750192  ,  -1.3472621 ],
      dtype=float32)]",rock
"[array([-1.1903785e+02,  1.2889801e+02, -1.7832161e+01,  2.9174347e+01,
        2.7172751e+00,  7.9985628e+00, -7.0627899e+00,  3.8721447e+00,
       -1.5170447e+00, -3.9864912e+00, -7.0405617e+00, -2.8676345e+00,
       -4.1804090e+00, -1.8484714e+00, -2.9512167e+00, -2.2554915e+00,
       -5.7387352e-01, -9.9699534e-02, -2.7955196e+00, -2.6253784e+00],
      dtype=float32)]",rock
"[array([-28.048374  ,  65.66149   ,  -7.321227  ,  33.75632   ,
        11.126422  ,  14.604361  ,   2.0925803 ,  10.009483  ,
        -0.22511585,  10.134864  ,  -2.8547633 ,   3.0963173 ,
        -1.6673214 ,  -0.11128823,  -1.6675023 ,   1.8607966 ,
        -3.9520955 ,  -1.6541672 ,  -6.4595466 ,  -3.9630878 ],
      dtype=float32)]",rock
"[array([-1.2400335e+02,  1.0949398e+02,  5.8743453e+00,  3.2895947e+01,
        1.0985754e+01,  1.1695206e+01,  1.2678273e+01,  1.2968339e+01,
        1.6449655e+00,  4.5004191e+00,  9.6723614e+00,  3.0521114e+00,
        3.5316386e+00,  7.3924416e-01,  1.7675536e+00, -6.8347019e-01,
       -3.6755554e-02, -1.0077116e+00, -5.5558486e+00, -8.4583050e-01],
      dtype=float32)]",rock
"[array([ -0.42657727,  72.35004   , -13.061866  ,  23.915255  ,
        10.229574  ,  10.317129  ,  -5.016699  ,  14.344586  ,
        -0.69392127,   9.888121  ,   0.7251985 ,   5.222892  ,
        -4.0965514 ,   0.29972786,  -0.30989182,  -1.2404759 ,
        -6.1593857 ,   1.0186315 ,  -3.3828042 ,   1.3313692 ],
      dtype=float32)]",rock
"[array([-71.13559   ,  79.458374  , -20.803537  ,  30.648138  ,
         5.5313945 ,   3.7041204 ,   4.7037272 ,   7.2695193 ,
        -5.486207  ,   2.504747  ,   0.8459367 ,  -0.57976186,
        -1.8930234 ,  -4.7903395 ,  -3.0437052 ,  -3.866341  ,
        -6.895356  ,  -3.7750762 ,  -4.7960124 ,  -4.795754  ],
      dtype=float32)]",rock
"[array([-15.92807   ,  67.15309   , -20.1219    ,  15.576831  ,
         4.8012633 ,  10.825859  ,   5.9594    ,  11.79642   ,
        -0.3968153 ,   5.6550355 ,   0.11372397,   1.0979241 ,
        -1.7415591 ,   5.704884  ,  -0.5941916 ,   1.7240587 ,
        -1.5776426 ,   1.5810982 ,   0.41281506,   2.9387238 ],
      dtype=float32)]",rock
"[array([-5.0849358e+01,  8.6401657e+01, -1.4424250e+01,  1.2829985e+01,
        2.1691839e+01,  4.2353659e+00,  1.7406832e+00,  3.7037303e+00,
        4.6833959e+00, -1.8644677e+00, -1.1955880e+00, -1.7734867e-02,
       -4.1270938e+00, -5.7650800e+00, -1.0674844e+00,  2.2959766e+00,
       -1.5759251e+00, -3.8568509e+00, -6.1447306e+00, -5.3794808e+00],
      dtype=float32)]",rock
"[array([-65.91231   ,  61.28031   ,  -1.9368678 ,  35.309376  ,
         9.313     ,   7.5558777 ,   3.409661  ,   2.977946  ,
         4.6069074 ,   2.9099398 ,   1.7725732 ,  -0.39182526,
        -5.7581487 ,  -3.492569  ,  -3.6852615 ,  -5.720122  ,
        -3.9549906 ,  -3.0947235 ,  -2.7348807 ,  -0.9138484 ],
      dtype=float32)]",rock
"[array([-35.399956  ,  73.69067   , -20.220224  ,  17.177567  ,
        14.948894  ,  10.214969  ,   7.60081   ,   1.5895824 ,
         4.1754875 ,   0.74550146,  -0.3865785 ,  -1.3119748 ,
        -2.0403228 ,   2.5288312 ,   3.610792  ,  -3.543384  ,
        -4.7971244 ,  -2.502818  ,  -3.9775624 ,  -0.82422954],
      dtype=float32)]",rock
